M_SIGLAUNIVOCA;M_SIGLAAZ;DESCRIZIONE;NOMEBREVE;COORDX;COORDY;TIPO;COMUNE;LOCALITA;STAMPAPERORARIO;IDDISEGNO;FR;SOPPRESSA;STALLO
RE354517;354517;CALIZZO - INC. VIA CA' PEDRO;NULL;615833,635;910639,851;5;NULL;NULL;S;63915833;S;N;NULL
RE354518;354518;GOVERNARA - INC. CASE STANTINI;NULL;616294,438;907542,718;1;NULL;NULL;S;754216294;S;N;NULL
RE354519;354519;GOVERNARA;NULL;616721,93;907614,099;1;NULL;NULL;S;761416721;S;N;NULL
RE354520;354520;GOVERNARA - INC. DEUSI;NULL;617041,312;907458,75;1;NULL;NULL;S;745817041;S;N;NULL
RE354521;354521;CASTIGLIONE;NULL;616638,556;907137,104;1;NULL;NULL;S;713716638;S;N;NULL
RE354522;354522;ASTA;NULL;616391,25;906506,438;1;NULL;NULL;S;650616391;S;N;NULL
RE354523;354523;CASE BALOCCHI - INC. FEBBIO;NULL;616245,625;906113,375;1;NULL;NULL;S;611316245;S;N;NULL
RE354524;354524;CASE BALOCCHI;NULL;616333,25;905978,625;1;NULL;NULL;S;597816333;S;N;NULL
RE354525;354525;PIAN DEL MONTE;NULL;616990,573;905601,067;1;NULL;NULL;S;560116990;S;N;NULL
RE354526;354526;PIETRACCHETTA;NULL;617204,125;904144,812;1;NULL;NULL;S;414417204;S;N;NULL
RE354527;354527;CERVAROLO;NULL;618055,125;903746,438;5;NULL;NULL;S;374618055;S;N;NULL
RE354528;354528;CERVAROLO - INC. CIVAGO;NULL;618684,938;903423,125;1;NULL;NULL;S;342318684;S;N;NULL
RE354529;354529;GAZZANO - MONTE GAZZANO;NULL;619727,576;903624,323;1;NULL;NULL;S;362419727;S;N;NULL
RE354531;354531;GAZZANO;NULL;620063,574;903620,626;1;NULL;NULL;S;362020063;S;N;NULL
RE354536;354536;CIVAGO - COSTARSO;NULL;618052,625;901524,5;1;NULL;NULL;S;152418052;S;N;NULL
RE354538;354538;CIVAGO - CASE FIORAVANTI;NULL;617550,688;901154,25;1;NULL;NULL;S;115417550;S;N;NULL
RE354540;354540;CERVAROLO - INC. GAZZANO;NULL;618694,595;903468,526;1;NULL;NULL;S;346818694;S;N;NULL
RE354541;354541;GAZZANO - INC. VIA DEL BIONDO;NULL;619985,34;903802,182;1;NULL;NULL;S;380219985;S;N;NULL
RE354542;354542;GAZZANO - INC. VIA VALDEMINASI;NULL;619207,209;903612,153;1;NULL;NULL;S;361219207;S;N;NULL
RE354543;354543;PIETRACHETTA - VIA SOMMATERRA 2;NULL;616949,247;904328,305;1;NULL;NULL;S;432816949;S;N;NULL
RE354544;354544;PIAN DEL MONTE - VIA VAL D'ASTA 52;NULL;616889,312;904836,562;1;NULL;NULL;S;483616889;S;N;NULL
RE354545;354545;CASE ZOBBI - VIA P. GIOVANNI XXIII 40;NULL;616258,812;912524,312;1;NULL;NULL;S;252416258;S;N;NULL
RE354546;354546;VILLA MINOZZO;NULL;616937,663;913695,644;5;NULL;NULL;S;369516937;S;N;NULL
RE356001;356001;BEDOGNO;NULL;616935,75;912716,188;1;NULL;NULL;S;271616935;S;N;NULL
RE356002;356002;BEDOGNO - INC. SASSATELLO;NULL;617586,188;912471,188;1;NULL;NULL;S;247117586;S;N;NULL
RE356003;356003;COSTABONA - INC. VILLA MINOZZO;NULL;618447,582;911846,825;1;NULL;NULL;S;184618447;S;N;NULL
RE356004;356004;ROMITATICO;NULL;618216,188;911323,562;1;NULL;NULL;S;132318216;S;N;NULL
RE356005;356005;SECCHIO DI SOTTO;NULL;617381,875;910546,5;1;NULL;NULL;S;54617381;S;N;NULL
RE356006;356006;SECCHIO;NULL;617513,875;910041,188;1;NULL;NULL;S;4117513;S;N;NULL
RE356007;356007;COSTABONA;NULL;619019,562;911943,75;1;NULL;NULL;S;194319019;S;N;NULL
RE356008;356008;QUARA - INC. MORSIANO;NULL;620147,938;912359,875;5;NULL;NULL;S;235920147;S;N;NULL
RE356009;356009;MONTEBIOTTO;NULL;620890,375;912145,812;1;NULL;NULL;S;214520890;S;N;NULL
RE356010;356010;GOVA - LE GROTTE;NULL;620962,17;911032,608;1;NULL;NULL;S;103220962;S;N;NULL
RE356011;356011;GOVA;NULL;620795,587;910476,555;1;NULL;NULL;S;47620795;S;N;NULL
RE356012;356012;GOVA - CASA ONESTA;NULL;620129,486;910303,49;1;NULL;NULL;S;30320129;S;N;NULL
RE356013;356013;CASE BONDI;NULL;620019,75;909626,75;1;NULL;NULL;S;962620019;S;N;NULL
RE356014;356014;CAMPOMAGNANO - INC. CALVELLO;NULL;620100,438;909189,938;1;NULL;NULL;S;918920100;S;N;NULL
RE356015;356015;CAMPOMAGNANO;NULL;620062,636;908826,994;1;NULL;NULL;S;882620062;S;N;NULL
RE356016;356016;LE BORE;NULL;620296,613;908296,367;1;NULL;NULL;S;829620296;S;N;NULL
RE356017;356017;MORSIANO - INC. CASE ROSSI;NULL;620285,325;907735,576;5;NULL;NULL;S;773520285;S;N;NULL
RE356018;356018;MORSIANO;NULL;620322,151;907033,5;1;NULL;NULL;S;703320322;S;N;NULL
RE356019;356019;MORSIANO - INC. STRINATI;NULL;619327,09;907072,76;1;NULL;NULL;S;707219327;S;N;NULL
RE356020;356020;COSTALTA - INC. NOVELLANO;NULL;619502,435;906381,663;1;NULL;NULL;S;638119502;S;N;NULL
RE356021;356021;COSTALTA;NULL;619665,062;905884,875;1;NULL;NULL;S;588419665;S;N;NULL
RE356022;356022;NOVELLANO;NULL;618176,892;906829,081;5;NULL;NULL;S;682918176;S;N;NULL
RE356023;356023;COSTABONA - INC. SECCHIO;NULL;618431,658;911838,123;1;NULL;NULL;S;183818431;S;N;NULL
RE356025;356025;MORSIANO - CHIESA;NULL;620119,546;907110,543;1;NULL;NULL;S;711020119;S;N;NULL
RE356026;356026;NOVELLANO - INC. VIA G. MANFREDI;NULL;618369,625;906690,125;1;NULL;NULL;S;669018369;S;N;NULL
RE356027;356027;BEDOGNO - LE BOCCEDE;NULL;617123,062;912350,375;1;NULL;NULL;S;235017123;S;N;NULL
RE356028;356028;GOVA - INC. VIA CAMPOLUNGO;NULL;620487,135;910406,191;NULL;NULL;NULL;S;40620487;S;N;NULL
RE356501;356501;BEDOGNO;NULL;616937,658;912743,206;1;NULL;NULL;S;274316937;S;N;NULL
RE356502;356502;BEDOGNO - INC. SASSATELLO;NULL;617597,88;912470,779;1;NULL;NULL;S;247017597;S;N;NULL
RE356503;356503;COSTABONA - INC. VILLA MINOZZO;NULL;618453,322;911853,676;1;NULL;NULL;S;185318453;S;N;NULL
RE356504;356504;ROMITATICO;NULL;618221,625;911319,062;1;NULL;NULL;S;131918221;S;N;NULL
RE356505;356505;SECCHIO DI SOTTO;NULL;617390,625;910544,75;1;NULL;NULL;S;54417390;S;N;NULL
RE356507;356507;COSTABONA;NULL;619031,754;911964,131;5;NULL;NULL;S;196419031;S;N;NULL
RE356508;356508;QUARA - INC. MORSIANO;NULL;620177,444;912351,702;1;NULL;NULL;S;235120177;S;N;NULL
RE356509;356509;MONTEBIOTTO;NULL;620884,25;912162,188;1;NULL;NULL;S;216220884;S;N;NULL
RE356510;356510;GOVA - LE GROTTE;NULL;620968,938;911020,875;1;NULL;NULL;S;102020968;S;N;NULL
RE356511;356511;GOVA;NULL;620802,729;910461,479;1;NULL;NULL;S;46120802;S;N;NULL
RE356512;356512;GOVA - CASA ONESTA;NULL;620113,188;910278,375;1;NULL;NULL;S;27820113;S;N;NULL
RE356513;356513;CASE BONDI;NULL;620052,665;909636,191;1;NULL;NULL;S;963620052;S;N;NULL
RE356514;356514;CAMPOMAGNANO - INC. CALVELLO;NULL;620119,688;909176,625;1;NULL;NULL;S;917620119;S;N;NULL
RE356515;356515;CAMPOMAGNANO;NULL;620070,867;908822,789;1;NULL;NULL;S;882220070;S;N;NULL
RE356516;356516;LE BORE;NULL;620307,722;908292,4;5;NULL;NULL;S;829220307;S;N;NULL
RE356517;356517;MORSIANO - INC. CASE ROSSI;NULL;620291,435;907723,911;1;NULL;NULL;S;772320291;S;N;NULL
RE356518;356518;MORSIANO;NULL;620338,375;907033,5;5;NULL;NULL;S;703320338;S;N;NULL
RE356519;356519;MORSIANO - INC. STRINATI;NULL;619338,596;907071,966;1;NULL;NULL;S;707119338;S;N;NULL
RE356520;356520;COSTALTA - INC. NOVELLANO;NULL;619519;906360,812;1;NULL;NULL;S;636019519;S;N;NULL
RE356522;356522;COSTABONA - INC. SECCHIO;NULL;618437,583;911832,568;1;NULL;NULL;S;183218437;S;N;NULL
RE356524;356524;MORSIANO - CHIESA;NULL;620101,625;907097,125;1;NULL;NULL;S;709720101;S;N;NULL
RE356525;356525;NOVELLANO - INC. VIA G. MANFREDI;NULL;618338,663;906677,651;1;NULL;NULL;S;667718338;S;N;NULL
RE356526;356526;BEDOGNO - LE BOCCEDE;NULL;617105,75;912405,5;1;NULL;NULL;S;240517105;S;N;NULL
RE356528;356528;GOVA - INC. VIA CAMPOLUNGO;NULL;620532,751;910378,536;NULL;NULL;NULL;S;37820532;S;N;NULL
RE357001;357001;VALESTRA - MADONNINA;NULL;625705,938;924732,938;5;NULL;NULL;S;473225705;S;N;NULL
RE357002;357002;VALESTRA - BELLAVISTA;NULL;625772,375;924510,312;1;NULL;NULL;S;451025772;S;N;NULL
RE357003;357003;VALESTRA;NULL;626217,704;923907,901;1;NULL;NULL;S;390726217;S;N;NULL
RE357004;357004;MONTELAGO;NULL;625731,438;923356,688;1;NULL;NULL;S;335625731;S;N;NULL
RE357005;357005;CASTELDALDO;NULL;626060,934;922196,439;5;NULL;NULL;S;219626060;S;N;NULL
RE357006;357006;CASTELDALDO - CA' BENNO;NULL;626331,875;921877,438;1;NULL;NULL;S;187726331;S;N;NULL
RE357007;357007;CASTELDALDO - FRASCA NERA;NULL;626615,25;921765,062;1;NULL;NULL;S;176526615;S;N;NULL
RE357008;357008;BEBBIO - S. CROCE;NULL;626798,125;921035,938;1;NULL;NULL;S;103526798;S;N;NULL
RE357009;357009;BEBBIO;NULL;626604;920917,625;1;NULL;NULL;S;91726604;S;N;NULL
RE357011;357011;BEBBIO - CASTELLO;NULL;626829,125;920568,188;1;NULL;NULL;S;56826829;S;N;NULL
RE357012;357012;BEBBIO - MONTE DI BEBBIO;NULL;626644,188;920310,438;1;NULL;NULL;S;31026644;S;N;NULL
RE357013;357013;BAISO - CA' SANTE;NULL;628214,375;919129,812;5;285;Baiso;S;912928214;S;N;NULL
RE357014;357014;BAISO - INC. S. CASSIANO;NULL;628855,5;919354,375;5;285;Baiso;S;935428855;S;N;NULL
RE357015;357015;PONTE SECCHIA - INC. BEBBIO;NULL;628679,75;918593,188;5;285;Baiso;S;859328679;S;N;NULL
RE357016;357016;VALESTRA - INC. VIA LE PIANE;NULL;625889,062;924147,562;1;NULL;NULL;S;414725889;S;N;NULL
RE357017;357017;BAISO - MALPASSO;NULL;627380,438;918879,188;5;285;Baiso;S;887927380;S;N;NULL
RE357501;357501;VALESTRA - MADONNINA;NULL;625697,688;924728,188;1;NULL;NULL;S;472825697;S;N;NULL
RE357502;357502;VALESTRA - BELLAVISTA;NULL;625781,062;924500,688;1;NULL;NULL;S;450025781;S;N;NULL
RE357503;357503;VALESTRA;NULL;626228,629;923914,937;1;NULL;NULL;S;391426228;S;N;NULL
RE357504;357504;MONTELAGO;NULL;625795,875;923414,125;5;NULL;NULL;S;341425795;S;N;NULL
RE357505;357505;CASTELDALDO;NULL;626072,75;922198,375;1;NULL;NULL;S;219826072;S;N;NULL
RE357506;357506;CASTELDALDO - CA' BENNO;NULL;626324,253;921912,702;1;NULL;NULL;S;191226324;S;N;NULL
RE357507;357507;CASTELDALDO - FRASCA NERA;NULL;626624,312;921767,125;1;NULL;NULL;S;176726624;S;N;NULL
RE357508;357508;BEBBIO - S. CROCE;NULL;626771,438;920994,875;1;NULL;NULL;S;99426771;S;N;NULL
RE357509;357509;BEBBIO;NULL;626624;920913,688;1;NULL;NULL;S;91326624;S;N;NULL
RE357511;357511;BEBBIO - CASTELLO;NULL;626818,812;920546,125;1;NULL;NULL;S;54626818;S;N;NULL
RE357512;357512;BEBBIO - MONTE DI BEBBIO;NULL;626651,5;920309,812;5;NULL;NULL;S;30926651;S;N;NULL
RE357513;357513;BAISO - CA' SANTE;NULL;628199,812;919135,875;5;285;Baiso;S;913528199;S;N;NULL
RE357514;357514;BAISO - INC. S. CASSIANO;NULL;628881,312;919377;5;285;Baiso;S;937728881;S;N;NULL
RE357515;357515;PONTE SECCHIA - INC. BEBBIO;NULL;628691,889;918592,494;1;285;Baiso;S;859228691;S;N;NULL
RE357516;357516;VALESTRA - INC. VIA LE PIANE;NULL;625894,502;924158,376;1;NULL;NULL;S;415825894;S;N;NULL
RE357517;357517;BAISO - MALPASSO;NULL;627367,062;918855,062;5;285;Baiso;S;885527367;S;N;NULL
RE358001;358001;SESSO - SCUOLE;NULL;627973,188;955934;1;NULL;NULL;S;593427973;S;N;NULL
RE358002;358002;SESSO - CHIESA;NULL;628090,449;956253,338;1;NULL;NULL;S;625328090;S;N;NULL
RE358003;358003;SESSO - CIMITERO;NULL;628280,529;956507,848;1;NULL;NULL;S;650728280;S;N;NULL
RE358004;358004;SESSO - CASE VEZZANI;NULL;628503;956776,438;1;NULL;NULL;S;677628503;S;N;NULL
RE358005;358005;LA ROCCA - BOTTEGHINO;NULL;629077,438;957329,562;1;NULL;NULL;S;732929077;S;N;NULL
RE358006;358006;LA ROCCA - INC. VIA PRANDI;NULL;629254,312;957680,688;1;NULL;NULL;S;768029254;S;N;NULL
RE358007;358007;LA ROCCA - VIA MAZZINI;NULL;629584,125;958572,812;5;NULL;NULL;S;857229584;S;N;NULL
RE358008;358008;LA ROCCA;NULL;629700,312;959104,438;1;NULL;NULL;S;910429700;S;N;NULL
RE358009;358009;VILLA ARGINE - INC. BAGNOLO;NULL;629651,062;959407;1;NULL;NULL;S;940729651;S;N;NULL
RE358010;358010;VILLA ARGINE - SCUOLE;NULL;629668,625;960208,812;1;NULL;NULL;S;20829668;S;N;NULL
RE358011;358011;VILLA ARGINE;NULL;629722,5;960568,062;1;NULL;NULL;S;56829722;S;N;NULL
RE358012;358012;VILLA ARGINE - VIA MAZZINI 25;NULL;629797,875;961029,375;1;NULL;NULL;S;102929797;S;N;NULL
RE358013;358013;VILLA ARGINE - CASE MELLI;NULL;629876,938;961619,625;1;NULL;NULL;S;161929876;S;N;NULL
RE358014;358014;VILLA ARGINE - INC. VILLA SETA;NULL;629438,25;961837,625;1;NULL;NULL;S;183729438;S;N;NULL
RE358015;358015;VILLA SETA - INC. VIA ARDUINI;NULL;629649,375;962673,812;1;NULL;NULL;S;267329649;S;N;NULL
RE358016;358016;VILLA SETA - INC. VIA LIUZZI;NULL;629989,062;963579,375;1;NULL;NULL;S;357929989;S;N;NULL
RE358017;358017;VILLA SETA - SCUOLE;NULL;630270,312;964212,75;1;NULL;NULL;S;421230270;S;N;NULL
RE358018;358018;VILLA SETA;NULL;630366,644;964534,069;1;NULL;NULL;S;453430366;S;N;NULL
RE358019;358019;VILLA SETA - VIA PER S. MARIA;NULL;631208,014;964436,889;1;NULL;NULL;S;443631208;S;N;NULL
RE358020;358020;CASE GAZZINI;NULL;631956,303;964159,951;5;NULL;NULL;S;415931956;S;N;NULL
RE358021;358021;VILLA SETA - VIA PONTE FORCA 9;NULL;629477,688;962174,688;1;NULL;NULL;S;217429477;S;N;NULL
RE358501;358501;SESSO - SCUOLE;NULL;627963,938;955957,125;1;NULL;NULL;S;595727963;S;N;NULL
RE358502;358502;SESSO - CHIESA;NULL;628086,879;956261,67;1;NULL;NULL;S;626128086;S;N;NULL
RE358503;358503;SESSO - CIMITERO;NULL;628293,49;956535,251;1;NULL;NULL;S;653528293;S;N;NULL
RE358504;358504;SESSO - CASE VEZZANI;NULL;628511,423;956800,215;1;NULL;NULL;S;680028511;S;N;NULL
RE358505;358505;LA ROCCA - BOTTEGHINO;NULL;629039,761;957319,296;1;NULL;NULL;S;731929039;S;N;NULL
RE358506;358506;LA ROCCA - INC. VIA PRANDI;NULL;629238,538;957687,49;5;NULL;NULL;S;768729238;S;N;NULL
RE358507;358507;LA ROCCA - VIA MAZZINI;NULL;629549,201;958500,451;1;NULL;NULL;S;850029549;S;N;NULL
RE358508;358508;LA ROCCA;NULL;629677,487;959011,835;1;NULL;NULL;S;901129677;S;N;NULL
RE358509;358509;VILLA ARGINE - INC. BAGNOLO;NULL;629633,711;959435,614;1;NULL;NULL;S;943529633;S;N;NULL
RE358510;358510;VILLA ARGINE - SCUOLE;NULL;629657,889;960253,021;1;NULL;NULL;S;25329657;S;N;NULL
RE358511;358511;VILLA ARGINE;NULL;629704,683;960588,511;1;NULL;NULL;S;58829704;S;N;NULL
RE358512;358512;VILLA ARGINE - VIA MAZZINI 25;NULL;629780,823;961054,072;1;NULL;NULL;S;105429780;S;N;NULL
RE358513;358513;VILLA ARGINE - CASE MELLI;NULL;629856,169;961604,498;1;NULL;NULL;S;160429856;S;N;NULL
RE358514;358514;VILLA ARGINE - INC. VILLA SETA;NULL;629428,938;961832,5;1;NULL;NULL;S;183229428;S;N;NULL
RE358515;358515;VILLA SETA - INC. VIA ARDUINI;NULL;629612,364;962610,268;1;NULL;NULL;S;261029612;S;N;NULL
RE358516;358516;VILLA SETA - INC. VIA LIUZZI;NULL;629968,896;963577,684;1;NULL;NULL;S;357729968;S;N;NULL
RE358517;358517;VILLA SETA - SCUOLE;NULL;630199,75;964070,688;1;NULL;NULL;S;407030199;S;N;NULL
RE358518;358518;VILLA SETA;NULL;630348,125;964575,312;1;NULL;NULL;S;457530348;S;N;NULL
RE358519;358519;VILLA SETA - VIA PER S. MARIA;NULL;631211,982;964446,412;1;NULL;NULL;S;444631211;S;N;NULL
RE358520;358520;VILLA SETA - VIA PONTE FORCA 9;NULL;629455,938;962188,312;1;NULL;NULL;S;218829455;S;N;NULL
RE359001;359001;PARCHEGGIO - VIA CECATI;NULL;628810,677;950201,348;5;NULL;NULL;S;20128810;S;N;NULL
RE359002;359002;ISTITUTO ZANELLI/MOTTI;NULL;627187,72;949587,03;1;NULL;NULL;S;958727187;S;N;NULL
RE359003;359003;COVIOLO - CIMITERO;NULL;626836,812;949169,5;1;NULL;NULL;S;916926836;S;N;NULL
RE359004;359004;COVIOLO;NULL;626537,516;948805,326;1;NULL;NULL;S;880526537;S;N;NULL
RE359005;359005;COVIOLO - ASILO;NULL;626160,188;948867,938;1;NULL;NULL;S;886726160;S;N;NULL
RE359006;359006;COVIOLO - VIA RUOZZI;NULL;625727,625;949045,25;1;NULL;NULL;S;904525727;S;N;NULL
RE359007;359007;LOCALITA PACE;NULL;625454,139;948359,462;1;NULL;NULL;S;835925454;S;N;NULL
RE359008;359008;BIASOLA;NULL;625208,375;947738,438;4;NULL;NULL;S;773825208;S;N;NULL
RE359009;359009;S. RIGO;NULL;624959,496;947084,321;1;NULL;NULL;S;708424959;S;N;NULL
RE359010;359010;S. RIGO - GHIARDA;NULL;624204,802;946973,462;1;NULL;NULL;S;697324204;S;N;NULL
RE359011;359011;S. RIGO - VIA TIRABASSI 24;NULL;623732,978;947904,786;1;NULL;NULL;S;790423732;S;N;NULL
RE359012;359012;S. RIGO - INC. VIA S. PANTALEONE;NULL;623103,188;948135,188;1;NULL;NULL;S;813523103;S;N;NULL
RE359013;359013;S. BARTOLOMEO - SCUOLE;NULL;622311,25;948574,438;1;NULL;NULL;S;857422311;S;N;NULL
RE359014;359014;S. BARTOLOMEO - CHIESA;NULL;622085,818;948395,485;1;NULL;NULL;S;839522085;S;N;NULL
RE359015;359015;S. BARTOLOMEO;NULL;621916,628;948008,467;1;NULL;NULL;S;800821916;S;N;NULL
RE359017;359017;S. BARTOLOMEO - INC. VIA RESISTENZA;NULL;621344,068;947034,681;1;NULL;NULL;S;703421344;S;N;NULL
RE359018;359018;GHIARDELLO - SCUOLE;NULL;621021,51;946594,509;1;NULL;NULL;S;659421021;S;N;NULL
RE359019;359019;GHIARDELLO;NULL;620997,807;945984,779;1;NULL;NULL;S;598420997;S;N;NULL
RE359020;359020;RUBBIANINO;NULL;621021,167;945568,003;1;NULL;NULL;N;556821021;S;N;NULL
RE359021;359021;S. RIGO - CASTEL BALDO;NULL;624377,921;947808,851;1;NULL;NULL;S;780824377;S;N;NULL
RE359022;359022;S. BARTOLOMEO - INC. STRADELLO DEL BORGO;NULL;621463,896;947219,3;1;NULL;NULL;S;721921463;S;N;NULL
RE359023;359023;VIA B. SASSOFERRATO;NULL;626290,839;948800,98;1;NULL;NULL;S;880026290;S;N;NULL
RE359024;359024;INC. VIA FENULLI;NULL;627726,642;949777,01;1;NULL;NULL;S;977727726;S;N;NULL
RE359025;359025;INC. VIA MORETTI;NULL;627398,729;949661,618;1;NULL;NULL;S;966127398;S;N;NULL
RE359029;359029;RUBBIANINO - VIA PIAVE;NULL;621032,386;943643,347;5;NULL;NULL;N;364321032;S;N;NULL
RE359501;359501;PARCHEGGIO - VIA CECATI;NULL;628835,812;950215,688;1;NULL;NULL;S;21528835;S;N;NULL
RE359502;359502;ISTITUTO ZANELLI/MOTTI;NULL;627157,188;949554,25;5;NULL;NULL;S;955427157;S;N;NULL
RE359503;359503;COVIOLO - CIMITERO;NULL;626855,812;949175,688;1;NULL;NULL;S;917526855;S;N;NULL
RE359504;359504;COVIOLO;NULL;626568,562;948816,562;1;NULL;NULL;S;881626568;S;N;NULL
RE359505;359505;COVIOLO - ASILO;NULL;626157,438;948856,5;1;NULL;NULL;S;885626157;S;N;NULL
RE359506;359506;COVIOLO - VIA RUOZZI;NULL;625721,562;949000,375;1;NULL;NULL;S;900025721;S;N;NULL
RE359507;359507;LOCALITA PACE;NULL;625434,188;948273,438;1;NULL;NULL;S;827325434;S;N;NULL
RE359508;359508;BIASOLA;NULL;625220,5;947753,562;1;NULL;NULL;S;775325220;S;N;NULL
RE359509;359509;S. RIGO;NULL;624961,75;947060,25;1;NULL;NULL;S;706024961;S;N;NULL
RE359510;359510;S. RIGO - GHIARDA;NULL;624219,947;946963,466;1;NULL;NULL;S;696324219;S;N;NULL
RE359511;359511;S. RIGO - VIA TIRABASSI 24;NULL;623728,812;947893,312;1;NULL;NULL;S;789323728;S;N;NULL
RE359512;359512;S. RIGO - INC. VIA S. PANTALEONE;NULL;623098,062;948129,812;1;NULL;NULL;S;812923098;S;N;NULL
RE359513;359513;S. BARTOLOMEO - SCUOLE;NULL;622305,688;948568,125;1;NULL;NULL;S;856822305;S;N;NULL
RE359514;359514;S. BARTOLOMEO - CHIESA;NULL;622114,21;948411,853;1;NULL;NULL;S;841122114;S;N;NULL
RE359515;359515;S. BARTOLOMEO;NULL;621972;948041,438;1;NULL;NULL;S;804121972;S;N;NULL
RE359517;359517;S. BARTOLOMEO - INC. VIA RESISTENZA;NULL;621356,188;947028,25;1;NULL;NULL;S;702821356;S;N;NULL
RE359518;359518;GHIARDELLO - SCUOLE;NULL;621024,625;946560,375;1;NULL;NULL;S;656021024;S;N;NULL
RE359519;359519;GHIARDELLO;NULL;621012,25;945986,062;1;NULL;NULL;S;598621012;S;N;NULL
RE359520;359520;RUBBIANINO;NULL;621052,188;945553,312;5;NULL;NULL;S;555321052;S;N;NULL
RE359521;359521;S. RIGO - CASTEL BALDO;NULL;624382,125;947794,938;1;NULL;NULL;S;779424382;S;N;NULL
RE359522;359522;VIA PREMUDA - SCUOLE;NULL;627839,312;950561,375;1;NULL;NULL;S;56127839;S;N;NULL
RE359523;359523;S. BARTOLOMEO - INC. STRADELLO DEL BORGO;NULL;621502,562;947257,312;1;NULL;NULL;S;725721502;S;N;NULL
RE359524;359524;VIA B. SASSOFERRATO;NULL;626287,25;948788,562;1;NULL;NULL;S;878826287;S;N;NULL
RE359525;359525;INC. VIA MORETTI;NULL;627427,375;949657,875;1;NULL;NULL;S;965727427;S;N;NULL
RE359526;359526;INC. VIA FENULLI;NULL;627797,59;949791,045;1;NULL;NULL;S;979127797;S;N;NULL
RE360001;360001;PIETRA DI BISMANTOVA;NULL;612477,209;919426,713;NULL;NULL;NULL;S;942612477;S;N;NULL
RE360500;360500;PARK P.LE COLLODI;NULL;612435,803;921109,228;NULL;NULL;NULL;S;110912435;S;N;NULL
RE360501;360501;PIETRA DI BISMANTOVA;NULL;612467,327;919421,72;NULL;NULL;NULL;S;942112467;S;N;NULL
RE360503;360503;PARK P.LE RONCROFFIO;NULL;612333,658;921089,704;NULL;NULL;NULL;S;108912333;S;N;NULL
RE360504;360504;PARK PIAZZA GRAMSCI;NULL;611731,598;921533,225;NULL;NULL;NULL;S;153311731;S;N;NULL
RE360505;360505;CASTELNOVO MONTI - VIA ROMA;NULL;611762,801;921492,691;NULL;NULL;NULL;S;149211762;S;N;NULL
RE361004;361004;GAVASSA - VIA GOBELLINO 11;NULL;634874,875;950925,812;1;NULL;NULL;S;92534874;S;N;NULL
RE361005;361005;GAVASSA - LA DODICESIMA;NULL;635959,062;949997,188;1;NULL;NULL;S;999735959;S;N;NULL
RE361006;361006;GAVASSA - INC. VIA DEL GOBELLINO;NULL;636249,944;949329,107;1;NULL;NULL;S;932936249;S;N;NULL
RE361007;361007;MASONE - CHIESA;NULL;636065,062;948401,75;1;NULL;NULL;S;840136065;S;N;NULL
RE361008;361008;CASTELLAZZO - SCUOLE;NULL;637827,75;948509,625;1;NULL;NULL;S;850937827;S;N;NULL
RE361009;361009;CASTELLAZZO;NULL;638106,688;948690,812;1;NULL;NULL;S;869038106;S;N;NULL
RE361010;361010;CASTELLAZZO - INC. VIA S. FAUSTINO;NULL;638556,688;948953,438;1;NULL;NULL;S;895338556;S;N;NULL
RE361011;361011;GAZZATA - CASE MATTE;NULL;639210,562;949892,438;5;117;San Martino In Rio;S;989239210;S;N;NULL
RE361012;361012;GAZZATA - VIA CA' MATTE;NULL;639447,25;950284,312;1;117;San Martino In Rio;S;28439447;S;N;NULL
RE361013;361013;GAZZATA - INC. VIA S. PELLEGRINO;NULL;639608,875;950584,688;1;117;San Martino In Rio;S;58439608;S;N;NULL
RE361014;361014;GAZZATA;NULL;639962,562;951501,312;1;117;San Martino In Rio;S;150139962;S;N;NULL
RE361015;361015;GAZZATA - CASA BELTRAMI;NULL;640222,875;951677,812;1;117;San Martino In Rio;S;167740222;S;N;NULL
RE361016;361016;GAZZATA - IL CASELLO;NULL;640587,375;952320,625;1;117;San Martino In Rio;S;232040587;S;N;NULL
RE361017;361017;MOLINO DI STIOLO;NULL;640703,75;952908,188;1;117;San Martino In Rio;S;290840703;S;N;NULL
RE361018;361018;STIOLO - VIA STRADONE;NULL;641217,688;952993,375;1;117;San Martino In Rio;S;299341217;S;N;NULL
RE361019;361019;STIOLO - CHIESA;NULL;641422,815;953033,246;1;117;San Martino In Rio;S;303341422;S;N;NULL
RE361504;361504;GAVASSA - VIA GOBELLINO 11;NULL;634839,239;950968,572;1;NULL;NULL;S;96834839;S;N;NULL
RE361505;361505;GAVASSA - LA DODICESIMA;NULL;635977,125;949982,75;1;NULL;NULL;S;998235977;S;N;NULL
RE361506;361506;GAVASSA - INC. VIA DEL GOBELLINO;NULL;636267,938;949331;1;NULL;NULL;S;933136267;S;N;NULL
RE361507;361507;MASONE - CHIESA;NULL;636049,089;948425,345;1;NULL;NULL;S;842536049;S;N;NULL
RE361508;361508;CASTELLAZZO - SCUOLE;NULL;637852,214;948530,489;1;NULL;NULL;S;853037852;S;N;NULL
RE361509;361509;CASTELLAZZO;NULL;638097,015;948697,128;1;NULL;NULL;S;869738097;S;N;NULL
RE361510;361510;CASTELLAZZO - INC. VIA S. FAUSTINO;NULL;638555,273;948967,719;5;NULL;NULL;S;896738555;S;N;NULL
